CustomerId,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds
138,94,73,3,90,12,1,32,179,147
139,65,42,16,29,12,20,8,119,111
140,59,295,21,78,39,13,13,446,433
141,96,346,17,48,23,13,13,447,434
142,28,233,20,57,8,20,91,338,247
143,12,5,7,24,19,14,20,69,49
144,57,888,0,57,0,0,76,945,869
145,10,997,26,269,34,13,42,1339,1297
146,4,212,6,69,4,12,3,303,300
147,49,8,1,7,2,0,0,18,18
148,3,42,11,57,10,28,14,148,134
149,64,536,11,387,149,91,57,1174,1117
150,0,5,0,3,0,0,5,8,3
151,20,1349,16,249,43,16,33,1673,1640
152,91,53,3,49,7,4,5,116,111
153,9,1001,12,240,16,12,12,1281,1269
154,83,18,1,32,6,3,28,60,32
155,27,125,16,98,134,21,27,394,367
156,63,212,5,33,7,0,2,257,255
157,46,277,162,305,173,76,124,993,869
158,84,15,10,19,8,17,20,69,49
159,58,7,3,10,8,1,7,29,22
160,78,12,4,6,11,8,16,41,25
161,4,85,7,24,2,3,27,121,94
162,17,81,0,6,0,0,6,87,81
163,77,59,0,12,0,0,48,71,23
164,56,1149,71,449,69,71,26,1809,1783
165,79,847,66,119,86,89,111,1207,1096
166,90,29,0,14,0,0,2,43,41
167,96,2,0,5,2,0,1,9,8
168,44,207,26,447,75,0,223,755,532
169,81,152,3,22,2,5,7,184,177
170,77,12,11,10,3,12,9,48,39
171,21,620,26,195,34,17,141,892,751
172,16,47,1,6,0,0,12,54,42
173,80,1,9,7,2,14,10,33,23
174,45,10,1,18,10,4,7,43,36
175,63,35,0,2,0,0,2,37,35
176,34,356,0,107,19,9,117,491,374
177,14,783,30,537,140,76,15,1566,1551
178,13,42,1,18,3,0,4,64,60
179,52,1,4,10,29,0,36,44,8
180,98,466,22,432,147,113,102,1180,1078
181,93,23,3,21,3,19,22,69,47
182,38,235,6,45,8,9,12,303,291
183,24,10,0,10,3,1,7,24,17
184,80,656,16,106,32,16,8,826,818
185,82,519,17,813,27,173,51,1549,1498
186,20,344,189,482,50,33,172,1098,926
187,81,96,1,79,7,1,79,184,105
188,50,448,4,34,6,4,39,496,457
189,60,265,138,553,224,23,92,1203,1111
190,63,587,43,337,42,87,54,1096,1042
191,54,763,29,138,76,176,58,1182,1124
192,72,22,0,13,0,0,3,35,32
193,5,6,4,1,7,2,15,20,5
194,88,7,6,13,7,6,14,39,25
195,50,81,18,113,47,13,21,272,251
196,99,54,0,7,0,0,4,61,57
197,17,1170,48,320,42,32,192,1612,1420
198,11,72,24,68,65,4,8,233,225
199,18,613,22,319,33,102,12,1089,1077
200,70,224,0,30,0,0,10,254,244
201,21,410,0,59,19,9,44,497,453
202,66,239,10,554,254,87,54,1144,1090
203,79,171,7,171,25,19,89,393,304
204,2,12,0,4,0,0,1,16,15
205,81,1076,16,417,42,48,16,1599,1583
206,24,182,4,33,0,0,66,219,153
207,48,824,32,162,42,32,43,1092,1049
208,93,30,11,25,29,1,18,96,78
209,56,377,10,540,80,30,10,1037,1027
210,3,520,7,154,19,0,14,700,686
211,44,155,1,25,0,1,3,182,179
212,38,897,23,207,15,11,92,1153,1061
213,46,131,0,16,2,1,39,150,111
214,84,297,7,79,0,11,182,394,212
215,27,787,20,204,0,0,92,1011,919
216,72,792,86,740,67,51,17,1736,1719
217,66,4,1,9,3,0,0,17,17
218,30,231,7,137,4,15,39,394,355
219,2,983,76,184,180,138,27,1561,1534
220,65,3,1,8,4,3,3,19,16
221,37,0,4,5,6,0,4,15,11
222,89,562,21,464,28,10,32,1085,1053
223,49,5,9,20,6,8,21,48,27
224,46,18,0,4,0,0,1,22,21
225,32,415,5,124,15,35,11,594,583
226,54,5,3,10,12,7,20,37,17
227,98,901,61,757,186,163,20,2068,2048
228,97,382,114,276,75,124,38,971,933
229,75,14,1,7,2,1,1,25,24
230,8,559,153,503,218,13,181,1446,1265
231,37,789,0,133,0,28,152,950,798
232,31,11,0,5,0,0,1,16,15
233,40,1218,16,272,104,0,80,1610,1530
234,74,925,64,179,133,12,77,1313,1236
235,90,864,134,768,150,38,172,1954,1782
236,57,960,28,183,220,70,70,1461,1391
237,59,16,3,25,6,1,13,51,38
238,52,3,3,7,0,2,11,15,4
239,5,168,148,444,32,172,148,964,816
240,92,45,47,52,21,20,25,185,160
241,77,650,28,353,45,42,30,1118,1088
242,35,24,0,8,0,0,1,32,31
243,48,918,21,118,13,10,21,1080,1059
244,97,138,33,87,28,24,12,310,298
245,95,12,4,2,10,6,10,34,24
246,24,11,0,4,0,0,2,15,13
247,60,1,2,8,4,3,13,18,5
248,46,554,41,215,11,0,24,821,797
249,85,167,2,62,24,13,7,268,261
250,31,9,0,6,4,1,5,20,15
251,9,177,2,71,3,2,20,255,235
252,30,38,4,22,4,2,20,70,50
253,47,483,84,398,205,84,241,1254,1013
254,70,77,2,35,0,1,69,115,46
255,13,182,74,298,162,149,116,865,749
256,11,10,7,19,8,2,21,46,25
257,31,778,44,499,95,73,146,1489,1343
258,15,16,7,23,0,8,6,54,48
259,2,167,0,43,6,2,13,218,205
260,55,13,2,14,8,7,4,44,40
261,38,33,6,40,3,7,10,89,79
262,86,625,7,99,10,22,7,763,756
263,56,216,162,224,101,92,162,795,633
264,29,68,129,396,188,22,15,803,788
265,30,196,0,512,33,130,54,871,817
266,64,635,15,100,20,7,131,777,646
267,46,4,19,9,28,25,17,85,68
268,84,297,7,79,0,11,182,394,212
269,20,84,5,38,150,12,28,289,261
270,74,204,7,149,20,15,66,395,329
271,18,26,0,8,0,0,3,34,31
272,75,15,6,20,4,5,20,50,30
273,17,304,98,230,150,74,74,856,782
274,88,285,28,242,55,114,135,724,589
275,19,395,183,565,166,141,28,1450,1422
276,62,248,3,81,4,3,51,339,288
277,11,20,6,5,0,9,12,40,28
278,74,39,0,56,20,8,14,123,109
279,32,777,129,573,216,21,203,1716,1513
280,76,8,3,22,21,1,13,55,42
281,6,9,1,3,0,4,8,17,9
282,62,1241,0,80,0,13,40,1334,1294
283,20,6,4,7,4,3,8,24,16
284,43,65,4,16,0,4,11,89,78
285,45,395,15,263,60,54,38,787,749
286,34,801,0,80,0,0,35,881,846
287,53,36,0,12,2,2,10,52,42
288,44,513,14,154,19,0,28,700,672
289,89,37,0,46,4,3,0,90,90
290,43,80,15,93,20,13,52,221,169
291,68,14,1,21,2,3,25,41,16
292,44,525,147,112,219,147,63,1150,1087
293,64,1,26,25,17,23,15,92,77
294,85,675,11,400,15,45,11,1146,1135
295,93,509,0,27,0,0,10,536,526
296,12,154,2,46,20,4,15,226,211
297,86,3,5,14,2,12,17,36,19
298,28,25,0,8,2,0,2,35,33
299,42,768,44,561,77,44,14,1494,1480
300,13,185,0,28,3,2,17,218,201
301,86,24,0,7,0,0,1,31,30
302,59,44,4,21,6,0,27,75,48
303,30,91,64,128,65,3,50,351,301
304,33,11,0,7,3,1,6,22,16
305,23,412,5,119,38,29,77,603,526
306,81,3,3,7,6,2,9,21,12
307,6,16,0,3,0,0,1,19,18
308,41,731,60,353,78,12,73,1234,1161
309,78,424,17,118,7,23,41,589,548
310,49,792,0,275,45,45,126,1157,1031
311,39,21,2,28,3,2,9,56,47
312,3,22,1,11,0,1,2,35,33
313,37,33,0,5,0,0,0,38,38
314,22,68,7,59,10,5,11,149,138
315,79,9,1,6,3,0,4,19,15
316,46,40,2,15,8,0,6,65,59
317,82,909,11,218,0,0,23,1138,1115
318,10,23,1,13,2,2,18,41,23
319,51,11,2,9,3,0,8,25,17
320,38,317,46,247,151,46,139,807,668
321,10,797,153,293,72,97,30,1412,1382
322,14,10,2,16,11,2,21,41,20
323,18,856,61,570,40,25,122,1552,1430
324,95,456,19,832,75,118,38,1500,1462
325,11,37,32,38,11,3,18,121,103
326,65,1103,0,45,0,0,34,1148,1114
327,71,378,14,68,19,14,14,493,479
328,13,1,6,7,0,1,3,15,12
329,58,204,34,204,172,153,173,767,594
330,65,30,0,9,0,0,3,39,36
331,0,189,104,379,111,189,218,972,754
332,33,15,0,12,7,3,7,37,30
333,90,9,0,3,0,0,4,12,8
334,95,495,33,255,11,33,8,827,819
335,93,656,80,455,52,107,93,1350,1257
336,38,452,20,514,13,30,0,1029,1029
337,18,546,91,410,119,0,22,1166,1144
338,57,1048,0,217,0,0,12,1265,1253
339,45,22,2,14,0,1,10,39,29
340,61,78,0,11,0,0,10,89,79
341,6,561,64,785,84,128,48,1622,1574
342,65,629,17,177,69,0,8,892,884
343,52,269,15,69,15,19,38,387,349
344,87,736,163,818,212,163,61,2092,2031
345,38,512,0,83,0,0,41,595,554
346,53,19,3,10,11,8,6,51,45
347,31,9,0,6,4,1,5,20,15
348,67,247,8,160,6,8,65,429,364
349,65,404,0,92,28,27,142,551,409
350,64,333,0,815,129,42,29,1319,1290
351,82,2,3,20,6,11,9,42,33
352,27,833,33,549,151,133,233,1699,1466
353,63,789,0,142,12,9,38,952,914
354,66,10,4,7,0,6,3,27,24
355,69,159,4,45,6,2,38,216,178
356,52,7,1,6,3,1,11,18,7
357,45,977,12,253,16,12,101,1270,1169
358,2,38,4,22,3,3,3,70,67
359,86,57,0,27,0,0,36,84,48
360,23,3,9,15,13,2,39,42,3
361,13,10,4,14,4,4,1,36,35
362,14,1043,24,97,32,24,157,1220,1063
363,92,3,9,13,2,12,12,39,27
364,38,11,0,5,0,0,1,16,15
365,74,3,6,5,0,2,6,16,10
366,14,43,12,96,78,40,55,269,214
367,94,73,3,90,12,1,32,179,147
368,33,12,0,1,0,0,6,13,7
369,32,4,7,7,6,4,13,28,15
370,11,314,11,53,4,3,107,385,278
371,78,571,50,142,33,50,159,846,687
372,56,70,0,11,2,8,23,91,68
373,57,866,21,151,28,21,86,1087,1001
374,7,594,134,786,33,134,57,1681,1624
375,0,140,4,61,0,13,4,218,214
376,66,375,152,335,93,91,81,1046,965
377,86,102,9,63,2,9,24,185,161
378,80,554,35,113,0,7,78,709,631
379,56,919,0,505,99,30,45,1553,1508
380,18,96,1,42,12,3,32,154,122
381,51,5,2,16,3,2,19,28,9
382,71,2,0,6,8,6,5,22,17
383,71,6,4,9,6,36,35,61,26
384,80,23,1,25,0,8,7,57,50
385,2,610,105,125,137,42,21,1019,998
386,83,67,5,61,3,8,19,144,125
387,29,65,36,74,38,20,110,233,123
388,11,416,0,26,0,0,4,442,438
389,55,23,0,11,3,2,2,39,37
390,19,19,3,26,10,9,3,67,64
391,1,155,7,80,13,7,10,262,252
392,19,14,0,24,3,3,2,44,42
393,28,370,9,92,6,9,4,486,482
394,76,4,22,11,3,7,32,47,15
395,50,407,53,221,58,150,26,889,863
396,1,1200,0,204,38,29,14,1471,1457
397,90,85,44,54,102,78,6,363,357
398,83,583,34,309,0,22,125,948,823
399,73,483,0,591,156,0,12,1230,1218
400,24,2,5,9,28,6,28,50,22
401,11,966,26,282,52,26,26,1352,1326
402,33,822,114,108,179,137,114,1360,1246
403,4,604,0,100,19,0,28,723,695
404,14,19,3,19,3,1,3,45,42
405,30,5,3,11,12,5,9,36,27
406,75,2,2,2,2,1,1,9,8
407,26,1076,68,103,29,91,68,1367,1299
408,77,1285,42,716,55,0,21,2098,2077
409,8,10,0,7,2,0,1,19,18
410,42,551,137,792,179,103,33,1762,1729
411,28,800,0,297,0,34,57,1131,1074
412,52,2,2,11,10,6,12,31,19
413,1,378,0,189,97,172,172,836,664
414,1,1248,16,349,43,16,16,1672,1656
415,42,235,0,235,19,4,191,493,302
416,76,515,47,181,149,95,95,987,892
417,27,438,66,400,12,38,114,954,840
418,28,25,0,22,2,3,5,52,47
419,49,31,0,7,2,0,6,40,34
420,12,357,35,271,28,28,14,719,705
421,14,400,4,35,6,0,22,445,423
422,89,99,0,15,2,1,5,117,112
423,96,1,11,5,4,6,9,27,18
424,56,5,4,13,8,0,4,30,26
425,72,77,28,31,16,0,4,152,148
426,14,3,1,2,4,3,1,13,12
427,13,10,4,14,4,4,1,36,35
428,99,0,6,3,7,6,12,22,10
429,72,0,0,1,2,12,5,15,10
430,92,76,14,74,13,5,10,182,172
431,87,398,190,537,61,156,37,1342,1305
432,7,14,7,11,11,0,5,43,38
433,91,208,7,82,30,66,35,393,358
434,71,430,16,322,43,24,33,835,802
435,24,656,38,161,62,47,37,964,927
436,17,14,2,30,8,2,3,56,53
437,87,141,70,106,72,19,23,408,385
438,21,507,19,364,25,47,9,962,953
439,90,164,24,103,12,3,42,306,264
440,44,606,24,974,197,194,64,1995,1931
441,71,116,11,72,3,17,46,219,173
442,52,143,15,60,24,23,5,265,260
443,78,398,96,447,220,96,32,1257,1225
444,2,522,0,257,32,16,66,827,761
445,60,161,0,253,199,191,122,804,682
446,25,112,0,6,2,1,14,121,107
447,47,483,84,398,205,84,241,1254,1013
448,46,7,5,39,17,15,37,83,46
449,83,789,25,420,16,38,0,1288,1288
450,17,1239,17,413,23,34,17,1726,1709
451,13,4,1,5,2,0,3,12,9
452,86,335,42,127,28,5,5,537,532
453,92,639,8,166,11,8,58,832,774
454,47,563,76,384,84,192,89,1299,1210
455,18,2,0,8,2,2,3,14,11
456,81,746,8,125,11,8,8,898,890
457,91,22,1,13,4,0,4,40,36
458,58,4,1,6,4,1,9,16,7
459,40,478,0,193,110,75,117,856,739
460,67,20,3,4,2,0,2,29,27
461,19,451,0,39,0,4,24,494,470
462,93,371,22,39,6,0,92,438,346
463,41,281,7,84,15,0,119,387,268
464,60,19,7,19,0,1,24,46,22
465,54,26,3,13,2,10,0,54,54
466,26,138,15,35,25,11,72,224,152
467,30,213,2,44,0,2,5,261,256
468,93,407,28,100,120,74,18,729,711
469,35,483,74,114,169,37,18,877,859
470,4,738,0,232,13,20,50,1003,953
471,92,502,12,109,16,6,90,645,555
472,24,11,0,5,2,1,1,19,18
473,96,24,1,108,29,29,14,191,177
474,11,1170,19,594,99,76,134,1958,1824
475,99,185,2,88,15,5,14,295,281
476,72,983,20,389,240,50,40,1682,1642
477,77,691,0,69,10,0,130,770,640
478,85,504,13,131,8,0,26,656,630
479,88,317,25,265,25,19,12,651,639
480,22,29,1,9,2,0,2,41,39
481,83,1396,0,322,46,35,17,1799,1782
482,63,529,0,356,63,28,0,976,976
483,9,388,14,218,91,14,21,725,704
484,92,13,2,21,4,0,24,40,16
485,2,28,0,4,0,0,0,32,32
486,6,16,36,21,20,62,108,155,47
487,66,1047,0,140,67,38,153,1292,1139
488,49,31,0,7,2,0,6,40,34
489,29,815,10,239,28,10,108,1102,994
490,77,225,162,387,106,36,29,916,887
491,77,493,70,324,146,40,84,1073,989
492,71,34,4,66,3,10,20,117,97
493,49,382,138,65,60,26,59,671,612
494,97,127,1,56,0,1,31,185,154
495,6,325,83,300,86,58,91,852,761
496,93,238,17,68,8,10,6,341,335
497,78,1168,92,408,72,129,55,1869,1814
498,62,284,0,55,0,6,52,345,293
499,47,1288,20,613,80,61,27,2062,2035
500,9,65,0,46,4,3,20,118,98
501,77,11,7,9,3,1,11,31,20
502,24,227,23,389,42,21,75,702,627
503,19,1035,134,670,25,38,0,1902,1902
504,67,27,1,12,2,0,10,42,32
505,95,982,73,351,56,14,175,1476,1301
506,48,179,2,64,38,17,58,300,242
507,73,1379,33,216,0,33,66,1661,1595
508,35,32,1,64,16,12,85,125,40
509,76,8,4,15,7,6,2,40,38
510,20,881,38,319,16,25,12,1279,1267
511,72,141,15,153,67,31,35,407,372
512,20,1000,155,379,224,17,120,1775,1655
513,69,206,10,67,30,27,71,340,269
514,80,162,61,83,97,57,61,460,399
515,65,619,54,260,127,54,54,1114,1060
516,52,456,4,24,0,0,9,484,475
517,65,112,6,92,3,9,38,222,184
518,57,11,3,22,2,2,6,40,34
519,70,172,12,112,8,0,15,304,289
520,0,78,0,11,0,0,7,89,82
521,19,464,151,292,65,60,30,1032,1002
522,50,99,4,32,37,54,6,226,220
523,67,19,3,19,4,5,26,50,24
524,46,1,9,8,11,3,22,32,10
525,37,63,10,83,7,19,19,182,163
526,38,252,3,42,4,3,102,304,202
527,9,1478,19,403,0,19,0,1919,1919
528,56,198,18,252,32,108,54,608,554
529,98,8,4,10,6,7,6,35,29
530,68,416,46,925,60,107,46,1554,1508
531,72,42,7,43,20,12,10,124,114
532,47,14,3,21,2,1,28,41,13
533,33,17,0,3,0,0,1,20,19
534,87,15,4,10,3,4,18,36,18
535,0,6,16,24,11,0,34,57,23
536,73,458,0,24,6,4,34,492,458
537,74,30,3,47,19,21,42,120,78
538,4,179,28,520,111,123,47,961,914
539,50,90,17,97,15,6,15,225,210
540,57,308,85,137,102,45,118,677,559
541,30,557,129,761,29,185,111,1661,1550
542,27,7,4,13,15,8,17,47,30
543,61,1492,38,287,50,57,33,1924,1891
544,4,30,8,12,8,8,12,66,54
545,75,249,153,940,58,134,38,1534,1496
546,12,465,25,132,136,0,37,758,721
547,13,129,129,259,168,121,83,806,723
548,9,174,18,81,28,6,24,307,283
549,48,189,2,29,3,2,40,225,185
550,80,747,10,161,65,40,42,1023,981
551,60,6,0,2,2,0,1,10,9
552,43,14,0,3,0,0,4,17,13
553,19,12,0,4,0,0,1,16,15
554,26,98,0,106,49,10,106,263,157
555,58,32,0,5,0,0,1,37,36
556,42,51,12,49,17,24,24,153,129
557,27,200,5,44,0,10,20,259,239
558,56,25,6,25,6,0,0,62,62
559,27,1050,12,144,0,0,24,1206,1182
560,10,117,0,22,13,0,30,152,122
561,48,9,4,17,10,2,7,42,35
562,39,56,0,11,0,0,8,67,59
563,85,145,13,46,17,2,4,223,219
564,64,203,0,10,0,0,2,213,211
565,69,270,3,27,39,6,99,345,246
566,54,9,0,16,6,6,10,37,27
567,57,37,12,23,8,11,52,91,39
568,64,46,0,7,0,0,2,53,51
569,10,31,1,13,7,2,9,54,45
570,65,1060,21,530,32,0,224,1643,1419
571,74,264,47,188,54,47,11,600,589
572,4,399,4,30,6,4,30,443,413
573,94,8,9,9,2,5,22,33,11
574,41,19,0,35,6,4,17,64,47
575,25,817,183,797,106,163,20,2066,2046
576,94,292,127,635,132,127,165,1313,1148
577,9,12,6,2,11,2,16,33,17
578,47,130,30,168,20,34,0,382,382
579,12,6,4,16,3,10,30,39,9
580,80,16,12,18,7,1,13,54,41
581,20,19,0,9,0,0,2,28,26
582,39,4,7,15,13,9,15,48,33
583,57,31,3,31,2,8,4,75,71
584,27,36,0,2,0,0,4,38,34
585,83,526,28,135,10,21,99,720,621
586,79,400,32,519,71,75,54,1097,1043
587,69,410,16,114,0,5,49,545,496
588,77,80,3,26,4,2,14,115,101
589,15,88,10,46,2,3,64,149,85
590,99,55,0,6,2,0,4,63,59
591,61,5,1,13,3,5,1,27,26
592,23,8,4,5,15,2,11,34,23
593,84,410,0,592,147,22,22,1171,1149
594,74,101,13,76,20,18,40,228,188
595,90,162,25,53,16,0,10,256,246
596,41,2,8,1,4,7,15,22,7
597,28,25,0,8,2,0,2,35,33
598,73,389,91,248,64,49,41,841,800
599,88,215,13,87,17,17,24,349,325
600,94,27,0,5,0,0,3,32,29
601,31,5,6,10,6,5,10,32,22
602,6,179,8,83,19,11,26,300,274
603,23,352,0,27,10,0,15,389,374
604,92,17,8,12,11,15,32,63,31
605,52,625,35,169,58,17,35,904,869
606,50,10,6,11,0,4,2,31,29
607,54,390,22,323,104,35,107,874,767
608,93,10,2,15,2,1,6,30,24
609,56,215,63,507,231,31,190,1047,857
610,28,1001,17,572,93,125,17,1808,1791
611,94,19,18,33,24,1,8,95,87
612,76,41,5,129,10,3,3,188,185
613,43,1181,107,199,39,30,30,1556,1526
614,46,603,45,207,36,18,54,909,855
615,13,129,129,259,168,121,83,806,723
616,27,10,24,15,13,1,30,63,33
617,12,514,22,732,42,198,79,1508,1429
618,3,14,0,1,0,0,1,15,14
619,72,387,20,713,38,54,163,1212,1049
620,6,121,103,69,8,44,48,345,297
621,53,965,69,279,54,41,69,1408,1339
622,58,707,21,250,85,43,73,1106,1033
623,78,571,50,142,33,50,159,846,687
624,57,586,66,653,17,0,26,1322,1296
625,37,1063,89,102,16,12,25,1282,1257
626,20,305,3,27,4,3,144,342,198
627,73,1200,105,758,0,42,147,2105,1958
628,56,163,2,40,8,11,11,224,213
629,36,1009,181,104,202,21,207,1517,1310
630,9,125,6,73,8,4,19,216,197
631,42,721,0,152,119,50,50,1042,992
632,28,315,4,62,41,31,146,453,307
633,23,1000,19,711,125,115,38,1970,1932
634,38,16,0,17,6,3,6,42,36
635,63,757,80,217,29,80,11,1163,1152
636,71,30,2,25,0,1,9,58,49
637,9,219,3,100,26,0,17,348,331
638,87,111,3,28,2,6,15,150,135
639,92,45,47,52,21,20,25,185,160
640,36,410,112,420,0,82,71,1024,953
641,86,100,1,39,6,1,76,147,71
642,83,509,0,65,7,11,5,592,587
643,74,3,6,5,0,2,6,16,10
644,87,445,53,213,104,98,151,913,762
645,29,2,2,11,41,7,11,63,52
646,88,4,1,11,6,2,2,24,22
647,77,6,1,7,23,4,19,41,22
648,25,14,0,3,0,0,3,17,14
649,34,1,10,11,19,3,15,44,29
650,43,26,0,6,0,0,2,32,30
651,76,111,16,37,7,9,18,180,162
652,81,418,61,428,80,51,10,1038,1028
653,87,327,9,122,19,14,83,491,408
654,33,371,159,194,58,106,141,888,747
655,38,275,59,107,69,101,59,611,552
656,63,789,0,142,12,9,38,952,914
657,26,1,1,5,0,3,1,10,9
658,17,1004,12,145,32,12,36,1205,1169
659,75,187,81,149,25,43,91,485,394
660,13,56,4,76,17,1,18,154,136
661,19,365,32,117,34,110,6,658,652
662,51,595,23,123,10,23,154,774,620
663,81,1132,134,384,175,134,115,1959,1844
664,32,34,11,137,179,61,45,422,377
665,84,116,6,82,6,6,41,216,175
666,87,565,32,435,28,32,54,1092,1038
667,99,372,18,126,47,48,78,611,533
668,96,899,102,838,133,102,40,2074,2034
669,40,760,40,480,0,40,26,1320,1294
670,3,260,86,559,63,9,67,977,910
671,98,459,0,24,6,0,4,489,485
672,73,466,0,224,119,49,99,858,759
673,90,67,15,80,17,11,80,190,110
674,29,2,0,7,3,7,10,19,9
675,3,67,1,20,0,2,31,90,59
676,94,92,4,18,3,3,6,120,114
